"","country","indicator","year","value","units"
"1036","South Sudan","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1037","South Sudan","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","No","none"
"1038","South Sudan","6.1 Raising awareness and understanding of AMR risks and response","unknown","A - No significant awareness-raising activities on relevant aspects of risks of antimicrobial resistance.","none"
"1039","South Sudan","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector not involved","none"
"1040","South Sudan","6.3 Training and professional education on AMR in the veterinary sector","unknown","A - No training of veterinary related professionals (veterinarians and veterinary paraprofessionals) related to AMR.","none"
"1041","South Sudan","6.5 Progress with strengthening veterinary services","unknown","C - Implementation of plan to strengthen capacity gaps in Veterinary Services underway.","none"
"1042","South Sudan","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
"1043","South Sudan","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"1044","South Sudan","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"1045","South Sudan","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","A - No systematic efforts to improve good production practices.","none"
"1046","South Sudan","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","A - No national policy or legislation regarding the quality, safety and efficacy of antimicrobial products, and their distribution, sale or use.","none"
"1047","South Sudan","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"1048","Guinea","4.1 Multi-sector and One Health collaboration/coordination","unknown","B - Multi-sectoral working group(s) or coordination committee on AMR established with Government leadership.","none"
"1049","Guinea","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","No","none"
"1050","Guinea","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"1051","Guinea","5.1 Country progress with development of a national action plan on AMR","unknown","C - National AMR action plan developed.","none"
"1052","Guinea","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","Yes","none"
"1053","Guinea","5.3 If you have published your AMR national action plan, please insert a link here.","unknown",NA,"none"
"1054","Guinea","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"1055","Guinea","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","No","none"
"1056","Guinea","6.1 Raising awareness and understanding of AMR risks and response","unknown","C - Limited or small-scale antimicrobial resistance awareness campaign targeting some but not all relevant stakeholders.","none"
"1057","Guinea","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","This sector is a main focus for activities","none"
"1058","Guinea","6.3 Training and professional education on AMR in the veterinary sector","unknown","B - Ad hoc AMR training courses available for veterinary related professionals.","none"
"1059","Guinea","6.5 Progress with strengthening veterinary services","unknown","B - Veterinary services assessed and plans developed to improve capacity, through a structured approach such as OIE Performance of Veterinary Services (PVS) Evaluation and PVS Gap Analysis missions.","none"
"1060","Guinea","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","A - No national plan or system for monitoring sales/use of antimicrobials in animals.","none"
