"country","indicator","year","value","units"
"South Africa","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","B - Plan agreed for monitoring quantities of antimicrobials sold for/used in animals, based on OIE standards.10","none"
"South Africa","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"South Africa","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"South Africa","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"South Africa","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","C - National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
"South Africa","10. National assessment of risks for AMR transmission in the environment and pollution control. Legislation and/or regulations to prevent contamination of the environment with antimicrobials [Discharges from intensive animal (terrestrial and aquatic) production (liquid waste and manure) a) disposal into the environment][Are risk reduction actions underway-]","unknown","No","none"
"Zambia","4.1 Multi-sector and One Health collaboration/coordination","unknown","C - Multi-sectoral working group(s) is (are) functional, with clear terms of reference, regular meetings, and funding for working group(s) with activities and reporting/accountability arrangements defined.","none"
"Zambia","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Food Production]","unknown","Yes","none"
"Zambia","4.2 Which sectors are actively involved in developing and implementing the AMR National Action Plan- [Environment]","unknown","Yes","none"
"Zambia","5.1 Country progress with development of a national action plan on AMR","unknown","D - National AMR action plan approved by government that reflects Global Action Plan objectives, with a budgeted operational plan and monitoring arrangements.","none"
"Zambia","5.2 Is your countrys national action plan on AMR linked to any other existing action plans, strategies or targets related to - [Malaria]","unknown","No","none"
"Zambia","5.3 If you have published your AMR national action plan, please insert a link here.","unknown","https://www.afro.who.int/publications/multi-sectoral-national-action-plan-antimicrobial-resistance-2017-2027","none"
"Zambia","5.4 Country legislations on antimicrobial use [Country has laws or regulations that prohibits the use of antibiotics for growth promotion in the absence of risk analysis.]","unknown","No","none"
"Zambia","5.4 Country legislations on antimicrobial use [Country has legislation on marketing of pesticides including antimicrobial pesticides, such as bactericides and fungicides used in plant production.]","unknown","Yes","none"
"Zambia","6.1 Raising awareness and understanding of AMR risks and response","unknown","C - Limited or small-scale antimicrobial resistance awareness campaign targeting some but not all relevant stakeholders.","none"
"Zambia","6.1.1 For the level selected above, please indicate the extent of involvement of the sectors below. [Animal Health (terrestrial and aquatic)]","unknown","Some activities done in this sector","none"
"Zambia","6.3 Training and professional education on AMR in the veterinary sector","unknown","C - AMR and prudent use of antimicrobial agents are covered in core curricula for graduating veterinarians and for veterinary paraprofessionals in some educational institutions.","none"
"Zambia","6.5 Progress with strengthening veterinary services","unknown","D - Monitoring of Veterinary Services performance carried out regularly, e.g. through PVS Evaluation Follow Up missions.","none"
"Zambia","7.2 National monitoring system for antimicrobials intended to be used in animals (terrestrial and aquatic) (sales/use)","unknown","D - On a regular basis, data is collected and reported to the OIE on the total quantity of antimicrobials sold for/used in animals nationally, by antimicrobial class, by species (aquatic or terrestrial), method of administration, and by type of use (therapeutic or growth promotion).","none"
"Zambia","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Animal (terrestrial and/or aquatic) isolates linked to animal disease.]","unknown","N/A","none"
"Zambia","7.5 (b) AMR surveillance is routinely undertaken in animals for the following categories: [Zoonotic pathogenic bacteria]","unknown","N/A","none"
"Zambia","8.2 Good health, management and hygiene practices to reduce the use of antimicrobials and minimize development and transmission of AMR in animal production (terrestrial and aquatic)","unknown","B - Some activities in place to develop and promote good production practices.","none"
"Zambia","9.2 Optimizing antimicrobial use in animal health (terrestrial and aquatic)","unknown","C - National legislation covers all aspects of national manufacture, import, marketing authorization, control of safety, quality and efficacy and distribution of antimicrobial products.","none"
